group_id,group_name,horizon_range,horizon_cap,features,level_change_selection_note,selected_order,selected_seasonal_order,selected_by,selection_aic,selection_bic,group_origin_n,group_overall_metric_n,previous_nested_origin_n,origin_drop_from_previous_nested_group,sample_size_note,model,horizon,n,rmse,mae
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,1,85,0.658161,0.469737
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,2,85,1.164412,0.828256
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,3,85,1.594859,1.104272
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,4,85,1.975709,1.329455
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,overall,340,1.681416,1.256995
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,1,85,1.677511,1.250473
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,2,85,1.680847,1.254053
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,3,85,1.681179,1.256034
F,long-horizon rates only,1-4,4,cash_rate_lag4;unemployment_rate_lag4,"Group F intentionally uses lag-4 level-rate features for long-horizon comparability; it is reported separately from the nested level-vs-change resolution, and the EDA classifies these level series as I(1).","(1, 0, 1)","(1, 0, 1, 4)",aic,234.605024,253.758414,85,340,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,4,85,1.686115,1.267421
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,overall,74,0.696488,0.519608
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,rba,1,74,0.696488,0.519608
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,overall,74,0.605393,0.431936
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarima,1,74,0.605393,0.431936
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,overall,74,0.772548,0.569635
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,sarimax,1,74,0.772548,0.569635
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,overall,74,1.784152,1.367178
G,C variant: fresher PPI lag (ppi_growth_lag1),1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag1;commodity_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(1, 0, 1)","(1, 0, 0, 4)",aic,238.661431,262.373992,74,74,,,Independent variant group; not a nested feature add-on on the A-E chain.,seasonal_naive,1,74,1.784152,1.367178
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,rba,overall,18,0.999019,0.75681
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,rba,1,18,0.999019,0.75681
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,sarima,overall,18,0.753164,0.564537
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,sarima,1,18,0.753164,0.564537
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,sarimax,overall,18,1.230245,1.075414
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,sarimax,1,18,1.230245,1.075414
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,seasonal_naive,overall,18,2.800916,2.543706
H,E + household spending,1,1,cash_rate_change_lag1;unemployment_rate_change_lag1;inflation_expectations_business_lag1;ppi_growth_lag2;commodity_growth_lag1;wti_growth_lag1;wpi_growth_lag1;aud_usd_change_lag1;brent_growth_lag1;household_spending_growth_lag1,"cash_rate: AIC was inconclusive: level beat change by delta AIC 0.618, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1). | unemployment_rate: AIC was inconclusive: level beat change by delta AIC 0.476, below the 2.0 materiality threshold; selected stationary change transform because the EDA classifies the level series as I(1).","(0, 0, 1)","(0, 0, 1, 4)",aic,106.044832,129.817171,18,18,28,10,Sharp nested origin sample drop from n=28 to n=18; compare this group over its own window.,seasonal_naive,1,18,2.800916,2.543706
